,RES_00,RES_01,RES_02,RES_03,RES_04,RES_05,RES_06,RES_07,RES_08,RES_09,RES_10,RES_11,RES_12,RES_13
ACH-000118,0.9833431160929378,-0.7307820639859633,0.7909942130952894,-0.6758705974557163,-0.2544825195929189,0.09579396502978631,0.31632691240551397,-0.0781367198606693,-0.1356407830643558,-0.8847049421535803,0.24087871066839917,-0.0781367198606693,-0.6786361667728743,0.19583815857485232
ACH-000120,-1.504486525069759,-3.007786556473252,-2.291581144332876,-0.5690853120379261,-0.0781367198606693,0.11569440979028714,1.0807135329098068,2.5300844134039813,0.5459683122952279,0.13120386939339987,-0.09358528838052131,0.569085312037926,-0.43918662474442877,0.4440346342705392
ACH-000123,-0.39124785972875387,0.45376219016987956,0.0891692934466064,-0.1445227168573773,0.18128949539346392,1.6935497311286343,-0.3888752642829681,0.4906355888106408,1.3801389729135718,-1.0345541132346794,-1.8769400144253812,0.4758089033276056,-1.0067912763026081,0.41749580855344076
ACH-000124,-2.0412290029455087,-2.1175815000165468,-1.3095418325369654,0.7037652988990366,0.14896791903016532,0.12233769620313222,0.09579396502978631,1.096621196738911,1.0458852068138909,1.076779138413667,-1.9168014719289324,-0.7495782208162746,1.5997722240383687,2.434502406337297
ACH-000127,-0.08254853290411272,-0.5408710138672532,-1.6239524138818737,-0.1511916189534914,0.4007604618510929,0.7037652988990366,-0.31401615114926634,0.6322967567317324,-1.084664727793081,0.26130196788493976,0.1467449554865486,-0.22055544490025863,0.32095352068442146,1.0670153327128908
ACH-000128,-0.5977601260424784,-2.0973239031987645,-1.3974419828247842,1.3199787729048944,0.42229868545116184,0.4586420594195474,-0.11237469865433326,0.5794572240112412,-2.208736379719948,2.588156152252214,-0.33022749879480895,1.2840547279091354,-0.7037652988990366,2.5300844134039813
ACH-000132,-0.02528885764264936,0.4055303428319633,0.6703548976824089,-0.4501093726372083,0.2059344623937478,-0.5357877300556416,-0.6083091460850765,-1.1895825028281073,-1.546723953246356,3.3272129920738123,-0.8685602224988808,-1.3521860990673606,0.5030739503457283,1.2401706527892427
ACH-000133,-0.21380162923518106,-1.1418682881513451,-0.6981430794317393,-0.15675416589931224,-0.4031442558096748,-0.133421997906913,0.569085312037926,0.16900911261324064,-0.5459683122952278,1.7831529838979576,-0.6897508578180003,1.8642920563070784,0.5768584398705493,1.0364333894937898
ACH-000137,-2.160916962144917,-0.0737264271610225,-0.4127025430789826,-0.3558808140761946,1.0807135329098068,0.6786361667728741,0.32558700939032037,-0.30478971436541424,-0.26813358982999025,0.9482887899595908,-0.5536409990699268,0.7820068867537175,-0.23070516632041416,-0.9244286998588876
ACH-000138,-0.8879616072736423,-0.997707835414134,-0.5408710138672532,-1.8769400144253812,1.5503704303276482,2.1175815000165468,-1.3359092188098454,-1.023354316375886,-2.740190897148869,0.4067242518713638,1.0689599435351733,0.6030262477869939,1.1763033333991566,0.9043884250002668
ACH-000139,-0.5357877300556416,-1.0086179513174214,-0.14008036860853418,-0.28183481319966286,-0.33952996655970646,-0.22506356525517032,-0.34652610591141986,-0.2048116325051352,-1.053514476181976,1.8642920563070784,0.18688042682240702,-0.41989603625014454,0.37704474771741014,0.26699412540495254
ACH-000141,-0.8030777025132918,0.029688116413677534,0.4319338747899584,-0.3093996404527934,0.6539284638491971,0.7293469271307469,-0.01869086043604103,0.8685602224988808,-0.2909982844406031,-0.3488619096190471,1.235440341561252,0.5408710138672533,-1.3632395782217357,-1.1046800621865227
ACH-000142,-0.7701210841679732,-0.6648595171258197,-0.4055303428319633,0.29099828444060294,0.997707835414134,0.2048116325051352,-1.93079206592976,-0.4319338747899584,-0.42470377494533396,1.5841574443680622,0.8879616072736423,1.3974419828247846,1.5394920775526066,0.10021273153199581
ACH-000143,1.5394920775526066,0.8183490691100319,0.37468501661035775,-0.47334801394315534,-0.1712399603207008,0.8526387817710663,0.93458929107348,1.8769400144253807,0.8214262635717874,-0.5005801054667398,-1.5182659475558995,-0.20032287919934866,-1.783152983897957,-2.0973239031987645
ACH-000144,-1.180706601148497,-0.46843480346397653,-1.1376583823177633,-0.0076958645280918465,0.5459683122952279,0.9727013494446405,-1.0086179513174214,-0.045090607775225125,-0.3024871841193093,0.7790251288273164,0.3652667703167785,0.720767407181645,-0.16677910569435336,0.4391866247444289
