,OXPHOS_CI,OXPHOS_CII_CIII,OXPHOS_CIV_CV,TCA_PYRUVATE,FAO_LIPID,AA_COFACTOR,MITO_RIBOSOME,mtDNA_RNA,PROTEIN_IMPORT,TRANSPORT,REDOX_DETOX,MITO_DYNAMICS,CELL_DEATH,SIGNALING
ACH-000001,0.5764424234185576,-0.13320359366934412,0.6814501107667653,-0.288543835114625,-0.31911680950392374,0.09686794482102518,0.31437403599313213,0.5915357225525134,0.383782296605726,0.738618438422774,-0.3911721724549733,0.3581417550255517,0.604321163189157,0.032164591780578095
ACH-000004,0.003090759403296525,0.013743071384045513,-0.39388619779981116,-0.6185679514600988,1.251823223866727,0.32396692135829436,0.5254936720187515,1.0237253325887419,0.7043808720167469,0.16712212692528514,-0.773529924574721,-0.06445126633910955,-0.8509625797165867,-0.3145000237271998
ACH-000005,-0.3153671764258042,-0.12536572414736116,-0.5035026347288908,-0.3955077309575319,0.9401872763184947,0.2876970396255921,1.0247771756469497,1.5388185551134728,0.7514330201131454,0.6432199071838872,-0.587154112429203,0.5052753730801628,-0.638719248807208,0.08000310966906665
ACH-000007,-0.07465615836118913,0.7078277828059326,0.6813579224092752,0.9372332756841417,0.7133491639094734,0.6857649849341337,0.17978892205434646,0.3092407617112324,-0.32985651551725387,-0.0018391185493605786,0.8528274378838018,-0.8586822121134225,0.023827119502153535,-0.2736960803389133
ACH-000009,0.0616988396359634,0.26152387419762885,-0.36869481895739153,0.8468225527936988,0.3054094423126895,0.79404776399041,1.1028256569172177,1.2638435463148467,1.4460419764966164,0.23639907829128934,0.5924918516897819,-0.12189233607327746,-0.2919433827875809,0.22937356651408677
ACH-000011,0.3436411616993419,-0.447759913102317,0.33478373100481346,0.08637226788398045,-0.05541838166061691,0.16465482994285713,-0.23767578985655358,-0.4093169940699769,-0.21390075093624875,-0.4890012095852728,0.5038094791496887,0.0784251980340494,-0.38712498323360073,-0.27388848419483514
ACH-000012,0.05676471372672015,-0.2413001608000386,0.15804336040789296,0.28494519098885895,-0.40138915253274954,-0.5379225380210373,0.9619217488226774,0.7206029039205667,0.509381383524028,-0.22525162018141603,-0.13568237460055305,-0.32454167847690296,-0.10225762178137045,0.17722349477470584
ACH-000013,0.4050365851852227,-0.27207038694328634,0.5231559669376364,-0.24011416088845805,-0.45364180542427357,-0.4293279637557529,-0.5635161453649433,-0.19846044438875962,-0.07673249200128934,0.589961604059588,-0.18821937242901116,-0.21924265739842652,-0.1924116487428533,0.17300192414554355
ACH-000014,0.3776302782158636,0.2758660794588208,0.3511898437340912,0.48512190760294416,0.319178219374402,0.09115094447424062,0.16995836207838944,0.5654565126294027,0.596450544493896,0.31111065888559586,0.2514910866279624,0.6353600748783788,0.6183911844654076,-0.21473751543989966
ACH-000015,0.43593143785095084,0.14286454317478753,1.093778818875901,0.7741283804139548,0.5590205293993624,0.5859808287248109,0.9380963204366728,1.426411436507781,0.723521446768693,0.7355168331044374,0.17574796542551102,-0.1766850138732407,-0.1486983987023442,0.31706569649516536
ACH-000017,0.7884219533897501,0.9725833901226495,0.6396486678960063,1.075009009438689,-0.0659990998724921,0.3651477972487265,0.5813168424473358,0.13435767624063474,0.5877276425051268,0.12466246110700674,0.5847560990477855,-0.4152027507912559,-0.22065571905121156,0.1585197655459591
ACH-000018,-0.2656684570123927,-0.053787007115913846,-0.6020969632352529,0.7843808477130166,-0.08781649359306551,-0.1852692406539958,0.388310559379645,0.4776862194223494,0.6647837429502997,0.8846489217783362,-0.21828131167183104,0.486341575557584,0.20984621906927214,0.7133548618753744
ACH-000019,0.49168996146552996,0.4868258909383077,1.0991278481488675,0.8040113319498661,0.08457062307730863,0.5821242801348492,0.41948730163399106,0.10690672574726165,0.033525038784866276,0.7401484687113896,0.44346544206365507,0.03758676474038897,0.09237822917097015,0.042171439246739315
ACH-000021,0.20096855961392754,1.1866852018814913,1.1565979667987156,-0.8297599286413031,-0.19193516195682028,-0.18632699718119086,0.8392604164200109,-0.2952631737816528,-0.20283866587855198,-0.4019796881344353,-0.2956262295073932,-0.06004238034828489,0.41433470136329886,-0.7751212180466712
ACH-000022,0.1286864891700933,0.38599824826924845,0.41982232034674133,0.8208909460649327,0.8937972423116698,0.8686346331875361,-0.3508951009717429,-0.27540131726835926,-0.4588853644480267,-0.5085476182541034,0.792546359612446,-1.1050874552985335,-0.9566791557491998,-0.27740691606952717
ACH-000023,-0.10399396658264791,0.8264062392327268,-0.13505804192250573,0.8048821061712677,-0.5705248444291143,0.40805673108830587,0.8175216464768431,0.85940915881855,0.7964526095010457,0.4326362472750058,-0.22999872492292556,0.24398222713713572,-0.2836810038826114,0.26159499768670585
ACH-000024,0.15343206944963012,0.5742370268793328,0.35025978901689936,-0.38438469457806673,0.010164819425124316,-0.07095408585788449,-0.07210697740296121,-0.12561501476050346,0.6952757436735502,0.5766516912623492,-0.8012214580310779,-0.6445652220057468,-0.9238089304404268,-0.2593755869506683
ACH-000025,0.07466119371137131,0.5053795814243487,-0.22507740443256652,0.26236747446227154,-0.6927836369522901,-0.5042837696122031,0.7702566389758941,0.549313596922459,0.24233482106651297,0.3774183000804869,-0.4097180388843979,0.44567921646279984,-0.3148968294544515,0.2296094799119559
ACH-000026,-0.08928475966691542,-0.10888980564014203,0.25669467259569584,0.6186253505833534,-0.19313517888388626,0.3236683504391661,0.6393120469268979,0.6209490214197816,0.44598519368082024,0.20889191839579116,0.22854474559945268,0.44613648825320285,0.02927562230930332,0.22221313311287377
ACH-000028,0.060017158652249915,-0.2084154569628221,0.920147560036435,0.8640534383502618,0.33750763860377997,0.6929292398160871,0.3703069985309431,0.17166444158540062,0.0004478153300618848,0.43828751194744575,0.5548953468181471,-0.14840028051232035,0.18583439725870782,0.2516016884550743
ACH-000029,0.08867577127748646,-0.20590491350145715,0.3286451090663323,0.7679227570101335,0.22524188280697666,0.27254051293288895,0.09223041152617809,-0.2613163744299769,-0.49832544397215245,0.012945913878250087,0.4128697108528082,-0.5303938437374598,-0.1616562122781936,-0.20017932074545677
ACH-000030,0.07626046941478429,0.0068251749702119835,0.14450786663253412,0.6719699414397491,0.5341025006202106,0.33486587371636106,-0.17591116502937998,-0.15039197932876136,0.2231198560573169,-0.7580221531759186,0.8751842579228719,-0.31803878199234953,0.05839947000256904,0.05493746187267812
ACH-000035,0.12018340549050727,0.6438649403701281,0.2020456738796957,0.8313283570261767,0.27826544111678264,0.3124366405755458,0.3199737415860496,0.3231853268406156,0.19881899487042543,0.09244848007830253,0.2956162718809838,0.2658388993223414,1.2778310874131695,0.33066479506915747
ACH-000036,0.027846883109900005,-0.18288863479038095,0.13181920889194396,0.3563136348023671,0.24355369869889132,0.03676105025768511,-0.8361897862214672,-0.9026894178032158,-0.627594476090258,0.16720237139417105,0.1584161230165161,0.5569745989419231,-0.06483517219455122,-0.16878536935431276
ACH-000037,-0.6189541051657451,-0.034109650794998864,-0.34264277794669445,0.4847207878634109,-0.5885308593292775,-0.9239367407386291,-0.02188067664052118,-0.0662481041262114,0.18098144086418533,-0.0670176791402905,-0.8702210391991343,0.48901432358982877,0.35644364185024174,0.08698238621685273
ACH-000039,1.0648413579117395,0.6192076752758474,-0.1741865690859833,-0.07802037886667317,-0.424960779940459,-0.4949843347346399,1.0036059946823472,1.1851387460408707,1.13802629247852,0.23041933315347113,-1.3246135230683147,0.44499688087571115,-1.0197322493667964,-0.04783920286489168
ACH-000040,0.09367409386751588,0.3015626096352401,-0.5482384455401692,0.4755603558327561,0.13810177096158627,-0.09524412540701788,0.6833054216503422,0.7613697892747768,0.7945596142183601,0.4166713805392665,-0.3085263668290915,0.7992663504938784,-0.44056322426047817,0.7266697736122384
ACH-000041,0.43843300307263755,-0.020864625265195613,-0.1328667404963215,0.019338817497846647,0.4705537651558126,0.4838151927275268,0.6809108510671981,1.0270980761941022,0.6231291164017976,0.6656630760580919,-0.21917204467775403,0.3824482629586078,-0.513813826663104,0.7176412503798941
ACH-000042,-0.9158861284089149,-1.721104965607838,-0.8498963297771458,-0.960933044611316,-0.41364582445257825,-0.16410601082497256,-1.3488547106165298,-0.8537459393399613,-1.3878349410271313,-1.121054956095732,-0.052772245316191735,-1.4673639628400927,-0.7843891904033475,-0.9516577491679827
ACH-000045,0.7850524746589462,1.1652849157032787,0.4759061286668873,-0.40261059687099354,0.46813233962142825,0.1092909079791164,0.5987595718525853,0.6864108240089085,0.6399116417238686,-0.14884690456447014,-0.5921462558851226,-0.7539688287261134,-0.032726511326119034,-0.5694334888681993
ACH-000048,0.27897982520282827,-0.2508140207348383,-0.14359180808708152,-0.26703957814352347,-0.13135941355504682,0.14734118509792396,0.5570693219893471,1.2289895681605227,0.5434614955838217,0.7495387874553845,-0.03034024425810966,-0.38533912677907267,-1.217182941878996,0.7427461305555252
ACH-000052,0.6922479927768961,0.4362321188173007,0.24005028194309866,0.4667771029300426,0.4637772954988928,0.6882819074238308,0.265802155259826,0.5613447365407402,0.4378819444363883,0.5450901507285,0.1260230303891062,0.43499798482413143,-0.22373656588262542,0.8895238027660437
ACH-000053,-0.10223472642351229,-0.011719268652075775,-0.19487487447359336,-0.19809752984720025,0.6525075496818301,0.018133285357824,-0.1315362052112652,-0.2268068765516483,0.3220761759115426,-0.15188451305500777,-0.2900802989346978,-0.4306514577904002,0.21764305234071743,-0.31432239507725
ACH-000054,-0.055539504951266055,0.457480408053822,0.08641040833264155,0.21138361571148448,-0.6976869644396568,-0.8483417930983596,0.8019341677014616,0.8182440629680401,1.0981754921956022,-0.20792876042752523,-0.5161276647204803,0.35335705895440195,0.08305261636505969,0.3003388384985571
ACH-000055,-0.3491685351115042,-0.48228150372415124,-0.35772946160216273,-0.654080698463355,-0.0076011921708541985,-0.027662365470719097,0.6814099900154147,0.5541133528425808,0.8728400992204466,0.23135139016046055,-0.6723851417793452,-0.6459948549555441,-0.8632165651270663,-0.3359143673001057
ACH-000060,0.7379375934484234,0.502753998870834,0.4653203720631218,0.16929348769328578,-0.7262248515729252,-0.06007312436480364,0.6258363581732316,0.6577134259797126,0.585089359218258,-0.007797132580064758,0.02372964094742595,-0.0020806437369400577,0.44942517860016457,0.021974814414298494
ACH-000067,0.1517316829708727,0.001408902408656515,-0.28760919159815557,0.9473159379438922,0.171411391709523,-0.14578867168552948,-0.22887091089905512,0.12387850488573007,0.13013871791191703,1.0258988173323274,0.19969985604808133,0.7494577696093973,-0.0516075585881469,0.23792251664117353
ACH-000070,0.08727048412784866,-0.1193125409837641,-0.2149261076205138,-0.21468607163047743,-0.39928309295177034,-0.23509174047505232,0.22720420757295284,0.6045743335705137,0.47346497828918144,0.47008299294522604,-1.0311222550660923,-1.0592801869729631,-1.5887071203521863,-0.5948412007273386
ACH-000074,0.05505709943536103,0.19630625819500036,-0.4967496121790818,-0.4390708113433397,0.5728821991541833,0.545215393334652,0.9587688345573147,1.2597025163691296,0.7281636003319665,0.28768445471603615,-0.5710397786237429,-0.21170865142482395,-1.0148199764176664,-0.14108704145879847
ACH-000075,0.49613296956828223,0.18759871903073616,0.3109815797306974,0.24219728334558516,0.27859188125191575,0.09171003119661783,0.4111155109795551,0.13848309670604364,0.5894235129612504,0.293325739191179,0.06676613132163411,1.2116018858889441,-0.5194752649641233,0.0757490857634926
