,SPCA_00,SPCA_01,SPCA_02,SPCA_03,SPCA_04,SPCA_05,SPCA_06,SPCA_07,SPCA_08,SPCA_09,SPCA_10,SPCA_11,SPCA_12,SPCA_13
ACH-000035,0.5492168472625418,0.817662139768164,1.0822057742526594,0.3746548384650535,1.2183553287022275,1.0820274205392564,2.1526376987534346,2.6732274667157054,1.4654970939758813,-2.3571278277739016,-0.9516068589719069,-1.2236975642563077,2.595477750411327,-1.23371381520296
ACH-000036,-0.11572718502685019,1.4443756673775556,0.7348022260812229,1.9986844351820638,0.9273371663530867,1.8583410662883197,2.8045001972180357,1.8373886992527033,-0.1447772457128437,-2.5633875726013615,-1.6523022270600594,2.715196301013806,-1.4099834218498506,-0.4536184120818847
ACH-000037,0.681319684516121,1.4606989333636284,1.2665842137697167,0.21382057276877617,0.33168669570861153,-0.025380030571979625,4.454466679222834,3.791753789175878,0.9786953113202823,-1.960276805173814,-2.9925288062546778,-1.1625303366725988,-0.8656064547795301,-1.0382451056464326
ACH-000039,-1.208553989660734,1.2531398824130133,-1.0145623607180339,-0.37690066269929423,-2.931774888054807,-2.5420966942775087,2.305598241091176,2.119453647772621,3.302443414248784,3.3736102329665973,-3.6323496692448733,-2.3012336300417546,-4.558785456907993,1.745699069091029
ACH-000040,-0.7483176337628931,1.3454542837873487,-0.21043595042871036,0.5753366942970117,-1.0859591359977832,-2.9401169109546976,2.975193025145646,2.5483328397485976,3.35022642769718,-0.9009396789252552,-2.4278392953139423,-0.9563458588213202,-1.4213166066706087,0.011716124134498906
ACH-000041,0.3750972892175938,0.9591506007853932,-0.05445977326058987,-0.328976696728137,-1.6950346397394234,-0.3124140923535394,4.482179064839231,3.537221822387661,2.155479328380458,2.627768817073315,-2.355158455820805,-2.181438809981807,-3.18657550635177,1.8232289584804982
ACH-000042,8.931014859514184,1.346331478077044,8.471724677199786,3.918600986711805,5.0930557834087296,8.327370239318034,3.424775127599971,2.648643681994252,1.3773174040967593,-3.035089465758564,4.163495554571676,-3.582025977968102,3.670530867332957,-3.558191047024332
ACH-000045,0.8525335051858219,2.6442627804729435,1.5835887001835922,1.5806859232528576,3.027024937115137,2.545096459950989,3.9274652060868207,5.803429840628792,4.063345610624217,0.7855241429093276,-0.830099528033697,-1.2035993406360599,-0.7381043020703059,-0.4718227725102742
ACH-000048,2.654589923876066,-0.5349668855194313,0.7661249297638215,-0.43540151608768163,-1.8641734426614005,-2.5875650461041557,4.150236180225745,2.372260204249156,1.8143226463709472,1.8112472404161446,-2.4560294503633444,-1.587162492861288,-3.1109185429106887,1.0781650092444595
ACH-000052,-0.7498536034774975,1.1905560514060591,0.8263654282149278,-0.04759029435652151,-1.0297348006186877,-0.7406329134786933,3.7672701046357737,2.171063454640214,2.519747199644623,0.9630478530426448,-1.9873352037586842,-0.7112572267046114,-2.692991821908443,2.459691684574471
